"date","customerId","rating","productId"
2022-01-04,"CID87",5,"PID1"
2022-01-04,"CID33",5,"PID1"
2022-01-04,"CID40",5,"PID1"
2022-01-04,"CID94",5,"PID1"
2022-01-04,"CID10",5,"PID1"
2022-01-04,"CID89",5,"PID1"
2022-01-04,"CID72",4,"PID1"
2022-01-04,"CID82",5,"PID1"
2022-01-04,"CID9",5,"PID1"
2022-01-04,"CID7",5,"PID1"
2022-01-04,"CID96",4,"PID1"
2022-01-04,"CID58",4,"PID1"
2022-01-04,"CID61",3,"PID1"
2022-01-05,"CID25",5,"PID1"
2022-01-05,"CID52",5,"PID1"
2022-01-05,"CID26",5,"PID1"
2022-01-05,"CID7",5,"PID1"
2022-01-05,"CID100",5,"PID1"
2022-01-05,"CID87",5,"PID1"
2022-01-05,"CID90",4,"PID1"
2022-01-05,"CID32",5,"PID1"
2022-01-05,"CID84",5,"PID1"
2022-01-05,"CID24",4,"PID1"
2022-01-05,"CID57",4,"PID1"
2022-01-05,"CID73",5,"PID1"
2022-01-05,"CID23",5,"PID1"
2022-01-05,"CID14",4,"PID1"
2022-01-05,"CID6",4,"PID1"
2022-01-05,"CID1",5,"PID1"
2022-01-05,"CID58",5,"PID1"
2022-01-05,"CID81",5,"PID1"
2022-01-05,"CID29",5,"PID1"
2022-01-06,"CID97",5,"PID1"
2022-01-06,"CID5",5,"PID1"
2022-01-06,"CID25",5,"PID1"
2022-01-06,"CID8",5,"PID1"
2022-01-06,"CID55",4,"PID1"
2022-01-06,"CID89",5,"PID1"
2022-01-06,"CID85",5,"PID1"
2022-01-06,"CID45",3,"PID1"
2022-01-06,"CID18",4,"PID1"
2022-01-06,"CID42",5,"PID1"
2022-01-06,"CID31",5,"PID1"
2022-01-06,"CID6",3,"PID1"
2022-01-06,"CID71",5,"PID1"
2022-01-06,"CID61",4,"PID1"
2022-01-06,"CID48",5,"PID1"
2022-01-06,"CID17",4,"PID1"
2022-01-06,"CID93",5,"PID1"
2022-01-06,"CID63",4,"PID1"
2022-01-06,"CID53",5,"PID1"
2022-01-06,"CID82",5,"PID1"
2022-01-06,"CID83",5,"PID1"
2022-01-06,"CID88",5,"PID1"
2022-01-06,"CID94",3,"PID1"
2022-01-06,"CID2",5,"PID1"
2022-01-06,"CID49",4,"PID1"
2022-01-06,"CID77",4,"PID1"
2022-01-06,"CID13",5,"PID1"
2022-01-07,"CID48",5,"PID1"
2022-01-07,"CID66",4,"PID1"
2022-01-07,"CID23",5,"PID1"
2022-01-07,"CID67",5,"PID1"
2022-01-07,"CID9",5,"PID1"
2022-01-07,"CID61",5,"PID1"
2022-01-07,"CID39",4,"PID1"
2022-01-07,"CID31",3,"PID1"
2022-01-07,"CID73",5,"PID1"
2022-01-07,"CID36",5,"PID1"
2022-01-07,"CID22",2,"PID1"
2022-01-07,"CID44",5,"PID1"
2022-01-07,"CID41",5,"PID1"
2022-01-07,"CID43",5,"PID1"
2022-01-07,"CID94",5,"PID1"
2022-01-07,"CID37",5,"PID1"
2022-01-08,"CID82",5,"PID1"
2022-01-08,"CID96",5,"PID1"
2022-01-08,"CID81",5,"PID1"
2022-01-08,"CID42",5,"PID1"
2022-01-08,"CID40",5,"PID1"
2022-01-08,"CID97",5,"PID1"
2022-01-08,"CID26",4,"PID1"
2022-01-08,"CID13",5,"PID1"
2022-01-08,"CID20",4,"PID1"
2022-01-08,"CID92",5,"PID1"
2022-01-08,"CID84",4,"PID1"
2022-01-08,"CID41",5,"PID1"
2022-01-08,"CID8",5,"PID1"
2022-01-08,"CID39",5,"PID1"
2022-01-08,"CID74",5,"PID1"
2022-01-09,"CID94",5,"PID1"
2022-01-09,"CID74",5,"PID1"
2022-01-09,"CID16",4,"PID1"
2022-01-09,"CID69",5,"PID1"
2022-01-09,"CID36",5,"PID1"
2022-01-09,"CID50",5,"PID1"
2022-01-09,"CID33",5,"PID1"
2022-01-09,"CID80",5,"PID1"
2022-01-09,"CID28",5,"PID1"
2022-01-09,"CID49",5,"PID1"
2022-01-09,"CID12",5,"PID1"
2022-01-09,"CID53",3,"PID1"
2022-01-09,"CID92",5,"PID1"
2022-01-09,"CID66",5,"PID1"
2022-01-09,"CID95",5,"PID1"
2022-01-09,"CID76",4,"PID1"
2022-01-10,"CID45",5,"PID1"
2022-01-10,"CID10",5,"PID1"
2022-01-10,"CID42",4,"PID1"
2022-01-10,"CID24",5,"PID1"
2022-01-10,"CID92",4,"PID1"
2022-01-10,"CID18",5,"PID1"
2022-01-10,"CID81",4,"PID1"
2022-01-10,"CID84",3,"PID1"
2022-01-10,"CID59",5,"PID1"
2022-01-10,"CID9",4,"PID1"
2022-01-10,"CID53",4,"PID1"
2022-01-10,"CID11",5,"PID1"
2022-01-10,"CID8",5,"PID1"
2022-01-10,"CID5",5,"PID1"
2022-01-10,"CID29",5,"PID1"
2022-01-10,"CID50",4,"PID1"
2022-01-10,"CID70",5,"PID1"
2022-01-10,"CID74",5,"PID1"
2022-01-11,"CID6",5,"PID1"
2022-01-11,"CID36",5,"PID1"
2022-01-11,"CID55",5,"PID1"
2022-01-11,"CID94",3,"PID1"
2022-01-11,"CID48",5,"PID1"
2022-01-11,"CID10",5,"PID1"
2022-01-11,"CID25",4,"PID1"
2022-01-11,"CID38",5,"PID1"
2022-01-11,"CID97",5,"PID1"
2022-01-11,"CID4",4,"PID1"
2022-01-11,"CID79",5,"PID1"
2022-01-11,"CID52",5,"PID1"
2022-01-11,"CID22",5,"PID1"
2022-01-11,"CID24",5,"PID1"
2022-01-11,"CID39",5,"PID1"
2022-01-11,"CID47",5,"PID1"
2022-01-11,"CID60",4,"PID1"
2022-01-11,"CID63",5,"PID1"
2022-01-11,"CID37",4,"PID1"
2022-01-11,"CID46",5,"PID1"
2022-01-11,"CID54",5,"PID1"
2022-01-12,"CID34",4,"PID1"
2022-01-12,"CID57",4,"PID1"
2022-01-12,"CID38",5,"PID1"
2022-01-12,"CID84",5,"PID1"
2022-01-12,"CID63",4,"PID1"
2022-01-12,"CID46",4,"PID1"
2022-01-12,"CID78",5,"PID1"
2022-01-12,"CID70",5,"PID1"
2022-01-12,"CID18",5,"PID1"
2022-01-12,"CID2",4,"PID1"
2022-01-12,"CID72",5,"PID1"
2022-01-12,"CID75",5,"PID1"
2022-01-12,"CID21",5,"PID1"
2022-01-12,"CID99",4,"PID1"
2022-01-12,"CID71",4,"PID1"
2022-01-12,"CID90",5,"PID1"
2022-01-12,"CID59",5,"PID1"
2022-01-12,"CID74",4,"PID1"
2022-01-12,"CID37",4,"PID1"
2022-01-12,"CID81",4,"PID1"
2022-01-12,"CID55",5,"PID1"
2022-01-13,"CID10",5,"PID1"
2022-01-13,"CID59",5,"PID1"
2022-01-13,"CID49",5,"PID1"
2022-01-13,"CID7",5,"PID1"
2022-01-13,"CID61",5,"PID1"
2022-01-13,"CID38",5,"PID1"
2022-01-13,"CID36",5,"PID1"
2022-01-13,"CID23",5,"PID1"
2022-01-13,"CID34",4,"PID1"
2022-01-13,"CID88",5,"PID1"
2022-01-13,"CID4",5,"PID1"
2022-01-13,"CID54",4,"PID1"
2022-01-13,"CID29",5,"PID1"
2022-01-13,"CID58",5,"PID1"
2022-01-13,"CID75",5,"PID1"
2022-01-13,"CID56",5,"PID1"
2022-01-13,"CID51",5,"PID1"
2022-01-13,"CID50",5,"PID1"
2022-01-13,"CID48",5,"PID1"
2022-01-13,"CID3",5,"PID1"
2022-01-14,"CID33",4,"PID1"
2022-01-14,"CID64",5,"PID1"
2022-01-14,"CID53",5,"PID1"
2022-01-14,"CID31",3,"PID1"
2022-01-14,"CID46",5,"PID1"
2022-01-14,"CID72",5,"PID1"
2022-01-14,"CID24",5,"PID1"
2022-01-14,"CID60",5,"PID1"
2022-01-14,"CID30",5,"PID1"
2022-01-14,"CID23",5,"PID1"
2022-01-14,"CID17",5,"PID1"
2022-01-14,"CID59",4,"PID1"
2022-01-14,"CID57",5,"PID1"
2022-01-14,"CID43",5,"PID1"
2022-01-14,"CID91",5,"PID1"
2022-01-14,"CID45",5,"PID1"
2022-01-14,"CID8",5,"PID1"
2022-01-14,"CID79",5,"PID1"
2022-01-14,"CID36",5,"PID1"
2022-01-14,"CID67",5,"PID1"
2022-01-14,"CID39",5,"PID1"
2022-01-15,"CID72",5,"PID1"
2022-01-15,"CID41",4,"PID1"
2022-01-15,"CID8",5,"PID1"
2022-01-15,"CID57",5,"PID1"
2022-01-15,"CID73",5,"PID1"
2022-01-15,"CID52",5,"PID1"
2022-01-15,"CID67",5,"PID1"
2022-01-15,"CID40",5,"PID1"
2022-01-15,"CID2",5,"PID1"
2022-01-15,"CID65",5,"PID1"
2022-01-15,"CID96",5,"PID1"
2022-01-15,"CID7",5,"PID1"
2022-01-15,"CID77",3,"PID1"
2022-01-15,"CID29",5,"PID1"
2022-01-15,"CID20",5,"PID1"
2022-01-15,"CID78",4,"PID1"
2022-01-15,"CID80",5,"PID1"
2022-01-15,"CID89",5,"PID1"
2022-01-15,"CID45",5,"PID1"
2022-01-16,"CID35",5,"PID1"
2022-01-16,"CID6",5,"PID1"
2022-01-16,"CID71",3,"PID1"
2022-01-16,"CID4",4,"PID1"
2022-01-16,"CID74",5,"PID1"
2022-01-16,"CID81",5,"PID1"
2022-01-16,"CID48",5,"PID1"
2022-01-16,"CID8",5,"PID1"
2022-01-16,"CID53",4,"PID1"
2022-01-16,"CID67",5,"PID1"
2022-01-16,"CID92",5,"PID1"
2022-01-16,"CID14",5,"PID1"
2022-01-16,"CID28",5,"PID1"
2022-01-16,"CID99",4,"PID1"
2022-01-16,"CID9",3,"PID1"
2022-01-16,"CID33",4,"PID1"
2022-01-16,"CID46",5,"PID1"
2022-01-16,"CID64",5,"PID1"
2022-01-17,"CID61",5,"PID1"
2022-01-17,"CID23",4,"PID1"
2022-01-17,"CID41",4,"PID1"
2022-01-17,"CID89",5,"PID1"
2022-01-17,"CID63",4,"PID1"
2022-01-17,"CID49",5,"PID1"
2022-01-17,"CID85",5,"PID1"
2022-01-17,"CID69",5,"PID1"
2022-01-17,"CID64",4,"PID1"
2022-01-17,"CID76",4,"PID1"
2022-01-17,"CID2",4,"PID1"
2022-01-17,"CID18",5,"PID1"
2022-01-17,"CID4",5,"PID1"
2022-01-17,"CID87",5,"PID1"
2022-01-17,"CID72",4,"PID1"
2022-01-17,"CID65",5,"PID1"
2022-01-17,"CID75",5,"PID1"
2022-01-17,"CID11",3,"PID1"
2022-01-17,"CID79",5,"PID1"
2022-01-17,"CID82",5,"PID1"
2022-01-17,"CID57",5,"PID1"
2022-01-17,"CID56",5,"PID1"
2022-01-17,"CID15",4,"PID1"
2022-01-17,"CID52",5,"PID1"
2022-01-17,"CID100",5,"PID1"
2022-01-17,"CID36",4,"PID1"
2022-01-17,"CID3",5,"PID1"
2022-01-18,"CID35",5,"PID1"
2022-01-18,"CID10",5,"PID1"
2022-01-18,"CID64",5,"PID1"
2022-01-18,"CID72",5,"PID1"
2022-01-18,"CID44",4,"PID1"
2022-01-18,"CID42",5,"PID1"
2022-01-18,"CID32",5,"PID1"
2022-01-18,"CID39",5,"PID1"
2022-01-18,"CID7",4,"PID1"
2022-01-18,"CID38",5,"PID1"
2022-01-18,"CID17",4,"PID1"
2022-01-18,"CID84",5,"PID1"
2022-01-18,"CID33",4,"PID1"
2022-01-18,"CID74",5,"PID1"
2022-01-18,"CID87",5,"PID1"
2022-01-18,"CID2",5,"PID1"
2022-01-18,"CID79",3,"PID1"
2022-01-18,"CID66",5,"PID1"
2022-01-18,"CID70",5,"PID1"
2022-01-18,"CID59",5,"PID1"
2022-01-18,"CID47",5,"PID1"
2022-01-18,"CID9",4,"PID1"
2022-01-19,"CID97",4,"PID1"
2022-01-19,"CID75",5,"PID1"
2022-01-19,"CID60",5,"PID1"
2022-01-19,"CID85",5,"PID1"
2022-01-19,"CID74",5,"PID1"
2022-01-19,"CID67",5,"PID1"
2022-01-19,"CID58",5,"PID1"
2022-01-19,"CID40",5,"PID1"
2022-01-19,"CID92",5,"PID1"
2022-01-19,"CID13",5,"PID1"
2022-01-19,"CID8",5,"PID1"
2022-01-19,"CID2",5,"PID1"
2022-01-19,"CID6",5,"PID1"
2022-01-19,"CID87",5,"PID1"
2022-01-19,"CID17",5,"PID1"
2022-01-19,"CID32",5,"PID1"
2022-01-19,"CID78",4,"PID1"
2022-01-19,"CID71",4,"PID1"
2022-01-19,"CID77",5,"PID1"
2022-01-19,"CID72",5,"PID1"
2022-01-19,"CID99",5,"PID1"
2022-01-19,"CID86",5,"PID1"
2022-01-19,"CID83",5,"PID1"
2022-01-19,"CID55",5,"PID1"
2022-01-19,"CID19",4,"PID1"
2022-01-19,"CID15",2,"PID1"
2022-01-20,"CID84",5,"PID1"
2022-01-20,"CID23",4,"PID1"
2022-01-20,"CID42",5,"PID1"
2022-01-20,"CID69",4,"PID1"
2022-01-20,"CID66",5,"PID1"
2022-01-20,"CID82",5,"PID1"
2022-01-20,"CID76",5,"PID1"
2022-01-20,"CID62",4,"PID1"
2022-01-20,"CID64",4,"PID1"
2022-01-20,"CID77",3,"PID1"
2022-01-20,"CID51",5,"PID1"
2022-01-20,"CID18",5,"PID1"
2022-01-20,"CID10",5,"PID1"
2022-01-20,"CID73",4,"PID1"
2022-01-20,"CID86",4,"PID1"
2022-01-20,"CID83",5,"PID1"
2022-01-20,"CID72",4,"PID1"
2022-01-20,"CID2",4,"PID1"
2022-01-20,"CID43",5,"PID1"
2022-01-20,"CID5",5,"PID1"
2022-01-20,"CID27",3,"PID1"
2022-01-20,"CID99",3,"PID1"
2022-01-21,"CID11",3,"PID1"
2022-01-21,"CID68",5,"PID1"
2022-01-21,"CID40",5,"PID1"
2022-01-21,"CID20",5,"PID1"
2022-01-21,"CID100",5,"PID1"
2022-01-21,"CID18",5,"PID1"
2022-01-21,"CID54",5,"PID1"
2022-01-21,"CID14",4,"PID1"
2022-01-21,"CID67",5,"PID1"
2022-01-21,"CID92",4,"PID1"
2022-01-21,"CID39",4,"PID1"
2022-01-21,"CID23",5,"PID1"
2022-01-21,"CID79",5,"PID1"
2022-01-21,"CID87",5,"PID1"
2022-01-21,"CID98",4,"PID1"
2022-01-21,"CID33",5,"PID1"
2022-01-21,"CID37",5,"PID1"
2022-01-21,"CID60",5,"PID1"
2022-01-21,"CID29",5,"PID1"
2022-01-21,"CID70",5,"PID1"
2022-01-21,"CID25",5,"PID1"
2022-01-22,"CID64",5,"PID1"
2022-01-22,"CID24",5,"PID1"
2022-01-22,"CID94",4,"PID1"
2022-01-22,"CID8",5,"PID1"
2022-01-22,"CID20",5,"PID1"
2022-01-22,"CID74",5,"PID1"
2022-01-22,"CID86",5,"PID1"
2022-01-22,"CID50",5,"PID1"
2022-01-22,"CID17",4,"PID1"
2022-01-22,"CID9",5,"PID1"
2022-01-22,"CID35",5,"PID1"
2022-01-22,"CID85",4,"PID1"
2022-01-22,"CID63",5,"PID1"
2022-01-22,"CID57",3,"PID1"
2022-01-23,"CID44",4,"PID1"
2022-01-23,"CID54",3,"PID1"
2022-01-23,"CID85",5,"PID1"
2022-01-23,"CID25",5,"PID1"
2022-01-23,"CID29",5,"PID1"
2022-01-23,"CID20",4,"PID1"
2022-01-23,"CID93",5,"PID1"
2022-01-23,"CID13",5,"PID1"
2022-01-23,"CID77",5,"PID1"
2022-01-23,"CID35",5,"PID1"
2022-01-23,"CID55",5,"PID1"
2022-01-23,"CID5",5,"PID1"
2022-01-23,"CID56",5,"PID1"
2022-01-23,"CID92",5,"PID1"
2022-01-23,"CID100",5,"PID1"
2022-01-23,"CID72",3,"PID1"
2022-01-23,"CID38",5,"PID1"
2022-01-23,"CID24",5,"PID1"
2022-01-24,"CID37",5,"PID1"
2022-01-24,"CID27",4,"PID1"
2022-01-24,"CID73",5,"PID1"
2022-01-24,"CID83",3,"PID1"
2022-01-24,"CID35",5,"PID1"
2022-01-24,"CID34",4,"PID1"
2022-01-24,"CID63",5,"PID1"
2022-01-24,"CID87",5,"PID1"
2022-01-24,"CID76",4,"PID1"
2022-01-24,"CID79",5,"PID1"
2022-01-24,"CID49",4,"PID1"
2022-01-24,"CID96",5,"PID1"
2022-01-24,"CID29",5,"PID1"
2022-01-24,"CID71",5,"PID1"
2022-01-24,"CID45",5,"PID1"
2022-01-24,"CID95",4,"PID1"
2022-01-24,"CID98",5,"PID1"
2022-01-25,"CID34",4,"PID1"
2022-01-25,"CID78",5,"PID1"
2022-01-25,"CID30",5,"PID1"
2022-01-25,"CID28",5,"PID1"
2022-01-25,"CID85",4,"PID1"
2022-01-25,"CID87",5,"PID1"
2022-01-25,"CID58",5,"PID1"
2022-01-25,"CID98",5,"PID1"
2022-01-25,"CID89",4,"PID1"
2022-01-25,"CID39",5,"PID1"
2022-01-25,"CID70",4,"PID1"
2022-01-25,"CID68",5,"PID1"
2022-01-25,"CID67",3,"PID1"
2022-01-25,"CID46",5,"PID1"
2022-01-25,"CID59",5,"PID1"
2022-01-25,"CID48",5,"PID1"
2022-01-25,"CID10",5,"PID1"
2022-01-25,"CID97",5,"PID1"
2022-01-25,"CID76",5,"PID1"
2022-01-25,"CID88",5,"PID1"
2022-01-25,"CID1",5,"PID1"
2022-01-25,"CID44",5,"PID1"
2022-01-25,"CID49",5,"PID1"
2022-01-26,"CID11",5,"PID1"
2022-01-26,"CID96",4,"PID1"
2022-01-26,"CID95",5,"PID1"
2022-01-26,"CID66",5,"PID1"
2022-01-26,"CID22",5,"PID1"
2022-01-26,"CID17",5,"PID1"
2022-01-26,"CID5",5,"PID1"
2022-01-26,"CID79",5,"PID1"
2022-01-26,"CID62",5,"PID1"
2022-01-26,"CID35",5,"PID1"
2022-01-26,"CID99",5,"PID1"
2022-01-26,"CID63",5,"PID1"
2022-01-26,"CID15",5,"PID1"
2022-01-26,"CID91",5,"PID1"
2022-01-26,"CID30",4,"PID1"
2022-01-27,"CID83",5,"PID1"
2022-01-27,"CID69",5,"PID1"
2022-01-27,"CID45",5,"PID1"
2022-01-27,"CID80",5,"PID1"
2022-01-27,"CID32",5,"PID1"
2022-01-27,"CID48",5,"PID1"
2022-01-27,"CID15",4,"PID1"
2022-01-27,"CID26",5,"PID1"
2022-01-27,"CID20",3,"PID1"
2022-01-27,"CID35",5,"PID1"
2022-01-27,"CID55",3,"PID1"
2022-01-27,"CID31",4,"PID1"
2022-01-27,"CID24",4,"PID1"
2022-01-27,"CID17",5,"PID1"
2022-01-27,"CID71",5,"PID1"
2022-01-27,"CID57",5,"PID1"
2022-01-27,"CID77",4,"PID1"
2022-01-27,"CID91",5,"PID1"
2022-01-28,"CID14",4,"PID1"
2022-01-28,"CID30",5,"PID1"
2022-01-28,"CID62",5,"PID1"
2022-01-28,"CID40",5,"PID1"
2022-01-28,"CID95",5,"PID1"
2022-01-28,"CID39",5,"PID1"
2022-01-28,"CID72",4,"PID1"
2022-01-28,"CID100",4,"PID1"
2022-01-28,"CID48",5,"PID1"
2022-01-28,"CID65",5,"PID1"
2022-01-28,"CID23",4,"PID1"
2022-01-28,"CID26",5,"PID1"
2022-01-28,"CID46",4,"PID1"
2022-01-28,"CID90",4,"PID1"
2022-01-28,"CID63",5,"PID1"
2022-01-28,"CID21",3,"PID1"
2022-01-28,"CID81",4,"PID1"
2022-01-29,"CID38",4,"PID1"
2022-01-29,"CID33",3,"PID1"
2022-01-29,"CID80",5,"PID1"
2022-01-29,"CID60",5,"PID1"
2022-01-29,"CID72",5,"PID1"
2022-01-29,"CID5",3,"PID1"
2022-01-29,"CID63",3,"PID1"
2022-01-29,"CID74",5,"PID1"
2022-01-29,"CID41",5,"PID1"
2022-01-29,"CID37",5,"PID1"
2022-01-29,"CID46",5,"PID1"
2022-01-29,"CID83",5,"PID1"
2022-01-29,"CID16",5,"PID1"
2022-01-29,"CID6",5,"PID1"
2022-01-29,"CID52",5,"PID1"
2022-01-29,"CID96",5,"PID1"
2022-01-29,"CID78",3,"PID1"
2022-01-29,"CID90",4,"PID1"
2022-01-29,"CID8",5,"PID1"
2022-01-29,"CID43",5,"PID1"
2022-01-29,"CID24",5,"PID1"
2022-01-29,"CID95",5,"PID1"
2022-01-29,"CID14",5,"PID1"
2022-01-30,"CID17",5,"PID1"
2022-01-30,"CID49",5,"PID1"
2022-01-30,"CID72",5,"PID1"
2022-01-30,"CID51",5,"PID1"
2022-01-30,"CID18",3,"PID1"
2022-01-30,"CID26",3,"PID1"
2022-01-30,"CID30",5,"PID1"
2022-01-30,"CID83",5,"PID1"
2022-01-30,"CID69",5,"PID1"
2022-01-30,"CID46",5,"PID1"
2022-01-30,"CID12",5,"PID1"
2022-01-30,"CID56",5,"PID1"
2022-01-30,"CID1",5,"PID1"
2022-01-30,"CID48",5,"PID1"
2022-01-30,"CID52",3,"PID1"
2022-01-30,"CID7",4,"PID1"
2022-01-30,"CID92",5,"PID1"
2022-01-30,"CID10",4,"PID1"
2022-01-30,"CID36",5,"PID1"
2022-01-31,"CID34",4,"PID1"
2022-01-31,"CID74",5,"PID1"
2022-01-31,"CID79",5,"PID1"
2022-01-31,"CID19",5,"PID1"
2022-01-31,"CID82",5,"PID1"
2022-01-31,"CID22",4,"PID1"
2022-01-31,"CID18",4,"PID1"
2022-01-31,"CID51",5,"PID1"
2022-01-31,"CID67",4,"PID1"
2022-01-31,"CID52",5,"PID1"
2022-01-31,"CID63",5,"PID1"
2022-01-31,"CID37",5,"PID1"
2022-01-31,"CID94",5,"PID1"
2022-01-31,"CID41",4,"PID1"
2022-01-31,"CID65",5,"PID1"
2022-01-31,"CID39",3,"PID1"
2022-01-31,"CID15",3,"PID1"
2022-01-31,"CID49",5,"PID1"
2022-01-31,"CID70",5,"PID1"
2022-01-31,"CID40",5,"PID1"
2022-02-01,"CID14",5,"PID1"
2022-02-01,"CID29",3,"PID1"
2022-02-01,"CID11",4,"PID1"
2022-02-01,"CID60",4,"PID1"
2022-02-01,"CID20",5,"PID1"
2022-02-01,"CID81",5,"PID1"
2022-02-01,"CID88",5,"PID1"
2022-02-01,"CID51",4,"PID1"
2022-02-01,"CID89",5,"PID1"
2022-02-01,"CID13",5,"PID1"
2022-02-01,"CID76",5,"PID1"
2022-02-01,"CID6",5,"PID1"
2022-02-01,"CID67",5,"PID1"
2022-02-01,"CID44",4,"PID1"
2022-02-01,"CID98",5,"PID1"
2022-02-01,"CID19",4,"PID1"
2022-02-01,"CID86",4,"PID1"
2022-02-01,"CID63",5,"PID1"
2022-02-01,"CID22",5,"PID1"
2022-02-02,"CID9",3,"PID1"
2022-02-02,"CID83",5,"PID1"
2022-02-02,"CID28",5,"PID1"
2022-02-02,"CID15",5,"PID1"
2022-02-02,"CID60",4,"PID1"
2022-02-02,"CID75",5,"PID1"
2022-02-02,"CID93",5,"PID1"
2022-02-02,"CID17",4,"PID1"
2022-02-02,"CID61",4,"PID1"
2022-02-02,"CID41",4,"PID1"
2022-02-02,"CID25",5,"PID1"
2022-02-02,"CID76",5,"PID1"
2022-02-02,"CID19",3,"PID1"
2022-02-02,"CID52",5,"PID1"
2022-02-02,"CID71",5,"PID1"
2022-02-02,"CID11",5,"PID1"
2022-02-02,"CID97",5,"PID1"
2022-02-02,"CID73",4,"PID1"
2022-02-02,"CID85",5,"PID1"
2022-02-02,"CID33",3,"PID1"
2022-02-02,"CID99",5,"PID1"
2022-02-03,"CID28",4,"PID1"
2022-02-03,"CID36",5,"PID1"
2022-02-03,"CID26",3,"PID1"
2022-02-03,"CID1",4,"PID1"
2022-02-03,"CID90",4,"PID1"
2022-02-03,"CID21",5,"PID1"
2022-02-03,"CID42",3,"PID1"
2022-02-03,"CID85",5,"PID1"
2022-02-03,"CID35",4,"PID1"
2022-02-03,"CID12",5,"PID1"
2022-02-03,"CID13",5,"PID1"
2022-02-03,"CID50",4,"PID1"
2022-02-03,"CID64",5,"PID1"
2022-02-03,"CID33",5,"PID1"
2022-02-03,"CID24",5,"PID1"
2022-02-03,"CID9",5,"PID1"
2022-02-03,"CID31",5,"PID1"
2022-02-03,"CID66",3,"PID1"
2022-02-03,"CID84",4,"PID1"
2022-02-03,"CID60",5,"PID1"
2022-02-04,"CID34",4,"PID1"
2022-02-04,"CID29",5,"PID1"
2022-02-04,"CID77",5,"PID1"
2022-02-04,"CID84",5,"PID1"
2022-02-04,"CID54",5,"PID1"
2022-02-04,"CID67",3,"PID1"
2022-02-04,"CID89",5,"PID1"
2022-02-04,"CID85",4,"PID1"
2022-02-04,"CID53",5,"PID1"
2022-02-04,"CID40",5,"PID1"
2022-02-04,"CID5",5,"PID1"
2022-02-04,"CID90",4,"PID1"
2022-02-04,"CID83",5,"PID1"
2022-02-04,"CID71",5,"PID1"
2022-02-04,"CID17",5,"PID1"
2022-02-04,"CID86",5,"PID1"
2022-02-04,"CID61",5,"PID1"
2022-02-04,"CID11",5,"PID1"
2022-02-04,"CID14",5,"PID1"
2022-02-04,"CID33",2,"PID1"
2022-02-04,"CID100",5,"PID1"
2022-02-04,"CID64",5,"PID1"
2022-02-05,"CID49",5,"PID1"
2022-02-05,"CID29",4,"PID1"
2022-02-05,"CID38",5,"PID1"
2022-02-05,"CID19",5,"PID1"
2022-02-05,"CID21",5,"PID1"
2022-02-05,"CID100",4,"PID1"
