"date","productId","customerId","purchased","deliveryTime"
2023-01-01,"PID3","CID52",0,3.71277777777778
2023-01-01,"PID4","CID4",0,3.44388888888889
2023-01-01,"PID4","CID53",1,3.44388888888889
2023-01-01,"PID4","CID87",1,3.44388888888889
2023-01-01,"PID4","CID70",0,3.44388888888889
2023-01-01,"PID4","CID33",1,3.44388888888889
2023-01-01,"PID4","CID91",1,3.44388888888889
2023-01-01,"PID4","CID24",1,3.44388888888889
2023-01-01,"PID4","CID45",1,3.44388888888889
2023-01-01,"PID4","CID58",1,3.44388888888889
2023-01-01,"PID4","CID19",1,3.44388888888889
2023-01-01,"PID4","CID35",0,3.44388888888889
2023-01-01,"PID4","CID73",1,3.44388888888889
2023-01-01,"PID4","CID55",1,3.44388888888889
2023-01-01,"PID4","CID57",0,3.44388888888889
2023-01-01,"PID4","CID100",0,3.44388888888889
2023-01-01,"PID4","CID83",1,3.44388888888889
2023-01-01,"PID4","CID90",1,3.44388888888889
2023-01-01,"PID4","CID27",0,3.44388888888889
2023-01-01,"PID4","CID96",0,3.44388888888889
2023-01-01,"PID4","CID75",0,3.44388888888889
2023-01-01,"PID4","CID56",0,3.44388888888889
2023-01-01,"PID4","CID68",0,3.44388888888889
2023-01-01,"PID5","CID36",1,3.73527777777778
2023-01-01,"PID5","CID60",0,3.73527777777778
2023-01-01,"PID5","CID26",0,3.73527777777778
2023-01-01,"PID5","CID75",1,3.73527777777778
2023-01-01,"PID5","CID45",1,3.73527777777778
2023-01-01,"PID5","CID59",0,3.73527777777778
2023-01-01,"PID5","CID53",1,3.73527777777778
2023-01-01,"PID5","CID98",0,3.73527777777778
2023-01-01,"PID5","CID29",0,3.73527777777778
2023-01-01,"PID5","CID41",0,3.73527777777778
2023-01-01,"PID5","CID20",0,3.73527777777778
2023-01-01,"PID5","CID28",1,3.73527777777778
2023-01-01,"PID5","CID1",0,3.73527777777778
2023-01-01,"PID5","CID84",0,3.73527777777778
2023-01-01,"PID5","CID66",0,3.73527777777778
2023-01-01,"PID5","CID87",0,3.73527777777778
2023-01-01,"PID6","CID20",0,3.69138888888889
2023-01-01,"PID6","CID87",1,3.69138888888889
2023-01-01,"PID6","CID70",0,3.69138888888889
2023-01-01,"PID6","CID64",0,3.69138888888889
2023-01-01,"PID6","CID28",1,3.69138888888889
2023-01-01,"PID6","CID40",0,3.69138888888889
2023-01-01,"PID6","CID42",0,3.69138888888889
2023-01-01,"PID6","CID90",0,3.69138888888889
2023-01-01,"PID6","CID63",0,3.69138888888889
2023-01-01,"PID6","CID73",1,3.69138888888889
2023-01-01,"PID6","CID52",1,3.69138888888889
2023-01-01,"PID6","CID100",1,3.69138888888889
2023-01-01,"PID6","CID62",1,3.69138888888889
2023-01-01,"PID6","CID81",1,3.69138888888889
2023-01-01,"PID6","CID10",1,3.69138888888889
2023-01-01,"PID6","CID41",0,3.69138888888889
2023-01-01,"PID6","CID14",0,3.69138888888889
2023-01-01,"PID6","CID83",0,3.69138888888889
2023-01-01,"PID6","CID21",1,3.69138888888889
2023-01-01,"PID7","CID12",1,3.6
2023-01-01,"PID7","CID14",0,3.6
2023-01-01,"PID7","CID56",0,3.6
2023-01-01,"PID7","CID27",0,3.6
2023-01-01,"PID7","CID59",0,3.6
2023-01-01,"PID7","CID18",0,3.6
2023-01-01,"PID7","CID84",1,3.6
2023-01-01,"PID7","CID69",1,3.6
2023-01-01,"PID7","CID29",1,3.6
2023-01-01,"PID7","CID1",1,3.6
2023-01-01,"PID7","CID36",0,3.6
2023-01-01,"PID7","CID73",0,3.6
2023-01-01,"PID7","CID48",1,3.6
2023-01-01,"PID7","CID10",0,3.6
2023-01-01,"PID7","CID47",0,3.6
2023-01-01,"PID7","CID13",0,3.6
2023-01-01,"PID7","CID38",0,3.6
2023-01-01,"PID7","CID39",0,3.6
2023-01-01,"PID8","CID37",0,3.58138888888889
2023-01-01,"PID8","CID92",0,3.58138888888889
2023-01-01,"PID8","CID9",0,3.58138888888889
2023-01-01,"PID8","CID55",0,3.58138888888889
2023-01-01,"PID8","CID6",0,3.58138888888889
2023-01-01,"PID8","CID72",1,3.58138888888889
2023-01-01,"PID8","CID98",0,3.58138888888889
2023-01-01,"PID8","CID51",0,3.58138888888889
2023-01-01,"PID8","CID56",1,3.58138888888889
2023-01-01,"PID8","CID8",0,3.58138888888889
2023-01-01,"PID8","CID46",0,3.58138888888889
2023-01-01,"PID9","CID68",0,3.535
2023-01-01,"PID9","CID81",0,3.535
2023-01-01,"PID9","CID43",0,3.535
2023-01-01,"PID9","CID3",0,3.535
2023-01-01,"PID9","CID100",0,3.535
2023-01-01,"PID9","CID39",0,3.535
2023-01-01,"PID9","CID71",1,3.535
2023-01-01,"PID9","CID55",0,3.535
2023-01-01,"PID9","CID15",1,3.535
2023-01-01,"PID9","CID18",0,3.535
2023-01-01,"PID9","CID67",0,3.535
2023-01-01,"PID9","CID2",0,3.535
2023-01-01,"PID9","CID31",0,3.535
2023-01-01,"PID9","CID60",0,3.535
2023-01-01,"PID9","CID86",0,3.535
2023-01-01,"PID9","CID1",1,3.535
2023-01-01,"PID9","CID6",0,3.535
2023-01-01,"PID9","CID26",0,3.535
2023-01-01,"PID9","CID14",0,3.535
2023-01-01,"PID9","CID51",1,3.535
2023-01-01,"PID9","CID50",0,3.535
2023-01-01,"PID9","CID73",0,3.535
2023-01-01,"PID9","CID17",0,3.535
2023-01-01,"PID9","CID33",0,3.535
2023-01-01,"PID9","CID41",1,3.535
2023-01-01,"PID9","CID61",1,3.535
2023-01-02,"PID1","CID37",0,3.57694444444444
2023-01-02,"PID1","CID16",0,3.57694444444444
2023-01-02,"PID1","CID19",0,3.57694444444444
2023-01-02,"PID1","CID60",0,3.57694444444444
2023-01-02,"PID1","CID7",1,3.57694444444444
2023-01-02,"PID1","CID17",1,3.57694444444444
2023-01-02,"PID1","CID11",0,3.57694444444444
2023-01-02,"PID1","CID56",0,3.57694444444444
2023-01-02,"PID1","CID23",1,3.57694444444444
2023-01-02,"PID1","CID25",0,3.57694444444444
2023-01-02,"PID1","CID47",0,3.57694444444444
2023-01-02,"PID1","CID98",0,3.57694444444444
2023-01-02,"PID1","CID74",0,3.57694444444444
2023-01-02,"PID1","CID35",0,3.57694444444444
2023-01-02,"PID1","CID61",1,3.57694444444444
2023-01-02,"PID1","CID84",1,3.57694444444444
2023-01-02,"PID1","CID91",0,3.57694444444444
2023-01-02,"PID1","CID89",0,3.57694444444444
2023-01-02,"PID1","CID62",0,3.57694444444444
2023-01-02,"PID1","CID18",0,3.57694444444444
2023-01-02,"PID1","CID45",0,3.57694444444444
2023-01-02,"PID1","CID26",0,3.57694444444444
2023-01-02,"PID1","CID90",0,3.57694444444444
2023-01-02,"PID1","CID21",0,3.57694444444444
2023-01-02,"PID1","CID13",0,3.57694444444444
2023-01-02,"PID10","CID84",1,3.50333333333333
2023-01-02,"PID10","CID43",0,3.50333333333333
2023-01-02,"PID10","CID8",1,3.50333333333333
2023-01-02,"PID10","CID41",0,3.50333333333333
2023-01-02,"PID10","CID91",1,3.50333333333333
2023-01-02,"PID10","CID66",1,3.50333333333333
2023-01-02,"PID10","CID64",0,3.50333333333333
2023-01-02,"PID10","CID82",1,3.50333333333333
2023-01-02,"PID10","CID5",0,3.50333333333333
2023-01-02,"PID10","CID53",0,3.50333333333333
2023-01-02,"PID10","CID17",1,3.50333333333333
2023-01-02,"PID10","CID22",0,3.50333333333333
2023-01-02,"PID10","CID21",1,3.50333333333333
2023-01-02,"PID10","CID40",0,3.50333333333333
2023-01-02,"PID10","CID6",0,3.50333333333333
2023-01-02,"PID10","CID45",0,3.50333333333333
2023-01-02,"PID10","CID65",1,3.50333333333333
2023-01-02,"PID10","CID73",0,3.50333333333333
2023-01-02,"PID10","CID98",0,3.50333333333333
2023-01-02,"PID10","CID67",0,3.50333333333333
2023-01-02,"PID10","CID7",1,3.50333333333333
2023-01-02,"PID10","CID1",1,3.50333333333333
2023-01-02,"PID10","CID59",0,3.50333333333333
2023-01-02,"PID10","CID50",1,3.50333333333333
2023-01-02,"PID10","CID86",1,3.50333333333333
2023-01-02,"PID10","CID75",0,3.50333333333333
2023-01-02,"PID10","CID97",1,3.50333333333333
2023-01-02,"PID2","CID21",1,3.60166666666667
2023-01-02,"PID2","CID96",0,3.60166666666667
2023-01-02,"PID2","CID24",1,3.60166666666667
2023-01-02,"PID2","CID87",0,3.60166666666667
2023-01-02,"PID2","CID99",0,3.60166666666667
2023-01-02,"PID2","CID60",0,3.60166666666667
2023-01-02,"PID2","CID93",0,3.60166666666667
2023-01-02,"PID2","CID81",0,3.60166666666667
2023-01-02,"PID2","CID63",1,3.60166666666667
2023-01-02,"PID2","CID79",0,3.60166666666667
2023-01-02,"PID2","CID9",1,3.60166666666667
2023-01-02,"PID2","CID100",0,3.60166666666667
2023-01-02,"PID2","CID92",0,3.60166666666667
2023-01-02,"PID2","CID29",0,3.60166666666667
2023-01-02,"PID2","CID56",1,3.60166666666667
2023-01-02,"PID2","CID57",0,3.60166666666667
2023-01-02,"PID2","CID8",0,3.60166666666667
2023-01-02,"PID2","CID42",0,3.60166666666667
2023-01-02,"PID2","CID30",0,3.60166666666667
2023-01-02,"PID2","CID54",0,3.60166666666667
2023-01-02,"PID2","CID4",0,3.60166666666667
2023-01-02,"PID2","CID97",0,3.60166666666667
2023-01-02,"PID3","CID94",0,3.71611111111111
2023-01-02,"PID3","CID88",0,3.71611111111111
2023-01-02,"PID3","CID76",0,3.71611111111111
2023-01-02,"PID3","CID35",1,3.71611111111111
2023-01-02,"PID3","CID77",0,3.71611111111111
2023-01-02,"PID3","CID16",0,3.71611111111111
2023-01-02,"PID3","CID28",0,3.71611111111111
2023-01-02,"PID3","CID93",1,3.71611111111111
2023-01-02,"PID3","CID83",0,3.71611111111111
2023-01-02,"PID3","CID75",1,3.71611111111111
2023-01-02,"PID3","CID89",0,3.71611111111111
2023-01-02,"PID3","CID32",1,3.71611111111111
2023-01-02,"PID3","CID64",0,3.71611111111111
2023-01-02,"PID3","CID15",0,3.71611111111111
2023-01-02,"PID3","CID70",0,3.71611111111111
2023-01-02,"PID3","CID26",0,3.71611111111111
2023-01-02,"PID3","CID24",0,3.71611111111111
2023-01-02,"PID3","CID90",1,3.71611111111111
2023-01-02,"PID3","CID82",1,3.71611111111111
2023-01-02,"PID3","CID14",1,3.71611111111111
2023-01-02,"PID3","CID29",1,3.71611111111111
2023-01-02,"PID3","CID78",1,3.71611111111111
2023-01-02,"PID3","CID50",0,3.71611111111111
2023-01-02,"PID3","CID8",1,3.71611111111111
2023-01-02,"PID4","CID29",0,3.45527777777778
2023-01-02,"PID4","CID62",0,3.45527777777778
2023-01-02,"PID4","CID26",0,3.45527777777778
2023-01-02,"PID4","CID73",0,3.45527777777778
2023-01-02,"PID4","CID60",1,3.45527777777778
2023-01-02,"PID4","CID53",0,3.45527777777778
2023-01-02,"PID4","CID15",0,3.45527777777778
2023-01-02,"PID4","CID68",0,3.45527777777778
2023-01-02,"PID4","CID12",1,3.45527777777778
2023-01-02,"PID4","CID33",0,3.45527777777778
2023-01-02,"PID4","CID64",1,3.45527777777778
2023-01-02,"PID4","CID6",1,3.45527777777778
2023-01-02,"PID4","CID3",1,3.45527777777778
2023-01-02,"PID4","CID90",1,3.45527777777778
2023-01-02,"PID4","CID22",0,3.45527777777778
2023-01-02,"PID4","CID93",1,3.45527777777778
2023-01-02,"PID5","CID98",0,3.73388888888889
2023-01-02,"PID5","CID17",1,3.73388888888889
2023-01-02,"PID5","CID93",1,3.73388888888889
2023-01-02,"PID5","CID51",0,3.73388888888889
2023-01-02,"PID5","CID66",0,3.73388888888889
2023-01-02,"PID5","CID53",0,3.73388888888889
2023-01-02,"PID5","CID35",1,3.73388888888889
2023-01-02,"PID5","CID94",1,3.73388888888889
2023-01-02,"PID5","CID59",0,3.73388888888889
2023-01-02,"PID5","CID24",0,3.73388888888889
2023-01-02,"PID5","CID43",0,3.73388888888889
2023-01-02,"PID5","CID20",0,3.73388888888889
2023-01-02,"PID5","CID30",0,3.73388888888889
2023-01-02,"PID5","CID50",0,3.73388888888889
2023-01-02,"PID5","CID12",0,3.73388888888889
2023-01-02,"PID5","CID2",1,3.73388888888889
2023-01-02,"PID5","CID41",1,3.73388888888889
2023-01-02,"PID6","CID90",1,3.69388888888889
2023-01-02,"PID6","CID68",0,3.69388888888889
2023-01-02,"PID6","CID28",1,3.69388888888889
2023-01-02,"PID6","CID59",0,3.69388888888889
2023-01-02,"PID6","CID36",0,3.69388888888889
2023-01-02,"PID6","CID6",0,3.69388888888889
2023-01-02,"PID6","CID91",0,3.69388888888889
2023-01-02,"PID6","CID87",1,3.69388888888889
2023-01-02,"PID6","CID88",0,3.69388888888889
2023-01-02,"PID6","CID84",0,3.69388888888889
2023-01-02,"PID6","CID23",0,3.69388888888889
2023-01-02,"PID6","CID92",0,3.69388888888889
2023-01-02,"PID6","CID69",1,3.69388888888889
2023-01-02,"PID6","CID95",1,3.69388888888889
2023-01-02,"PID6","CID37",0,3.69388888888889
2023-01-02,"PID6","CID51",0,3.69388888888889
2023-01-02,"PID6","CID57",1,3.69388888888889
2023-01-02,"PID6","CID30",1,3.69388888888889
2023-01-02,"PID7","CID77",1,3.59861111111111
2023-01-02,"PID7","CID59",0,3.59861111111111
2023-01-02,"PID7","CID15",0,3.59861111111111
2023-01-02,"PID7","CID87",0,3.59861111111111
2023-01-02,"PID7","CID40",1,3.59861111111111
2023-01-02,"PID7","CID86",0,3.59861111111111
2023-01-02,"PID7","CID2",0,3.59861111111111
2023-01-02,"PID7","CID63",1,3.59861111111111
2023-01-02,"PID7","CID78",0,3.59861111111111
2023-01-02,"PID7","CID50",1,3.59861111111111
2023-01-02,"PID7","CID81",1,3.59861111111111
2023-01-02,"PID7","CID94",1,3.59861111111111
2023-01-02,"PID7","CID64",1,3.59861111111111
2023-01-02,"PID7","CID22",0,3.59861111111111
2023-01-02,"PID7","CID13",1,3.59861111111111
2023-01-02,"PID7","CID67",1,3.59861111111111
2023-01-02,"PID7","CID46",0,3.59861111111111
2023-01-02,"PID7","CID91",0,3.59861111111111
2023-01-02,"PID7","CID11",1,3.59861111111111
2023-01-02,"PID8","CID44",1,3.56444444444444
2023-01-02,"PID8","CID78",1,3.56444444444444
2023-01-02,"PID8","CID86",1,3.56444444444444
2023-01-02,"PID8","CID25",0,3.56444444444444
2023-01-02,"PID8","CID58",0,3.56444444444444
2023-01-02,"PID8","CID40",0,3.56444444444444
2023-01-02,"PID8","CID80",0,3.56444444444444
2023-01-02,"PID8","CID88",0,3.56444444444444
2023-01-02,"PID8","CID50",0,3.56444444444444
2023-01-02,"PID8","CID59",0,3.56444444444444
2023-01-02,"PID8","CID27",0,3.56444444444444
2023-01-02,"PID8","CID63",0,3.56444444444444
2023-01-02,"PID8","CID30",0,3.56444444444444
2023-01-02,"PID8","CID46",0,3.56444444444444
2023-01-02,"PID8","CID53",0,3.56444444444444
2023-01-02,"PID8","CID43",0,3.56444444444444
2023-01-02,"PID8","CID51",0,3.56444444444444
2023-01-02,"PID8","CID26",0,3.56444444444444
2023-01-02,"PID8","CID77",0,3.56444444444444
2023-01-02,"PID8","CID76",0,3.56444444444444
2023-01-02,"PID9","CID37",1,3.54611111111111
2023-01-02,"PID9","CID74",1,3.54611111111111
2023-01-02,"PID9","CID30",1,3.54611111111111
2023-01-02,"PID9","CID42",0,3.54611111111111
2023-01-02,"PID9","CID28",0,3.54611111111111
2023-01-02,"PID9","CID95",0,3.54611111111111
2023-01-02,"PID9","CID87",0,3.54611111111111
2023-01-02,"PID9","CID79",0,3.54611111111111
2023-01-02,"PID9","CID47",1,3.54611111111111
2023-01-02,"PID9","CID17",1,3.54611111111111
2023-01-02,"PID9","CID77",0,3.54611111111111
2023-01-02,"PID9","CID34",1,3.54611111111111
2023-01-02,"PID9","CID52",0,3.54611111111111
2023-01-02,"PID9","CID62",0,3.54611111111111
2023-01-02,"PID9","CID5",0,3.54611111111111
2023-01-02,"PID9","CID80",1,3.54611111111111
2023-01-02,"PID9","CID49",1,3.54611111111111
2023-01-02,"PID9","CID94",1,3.54611111111111
2023-01-02,"PID9","CID83",0,3.54611111111111
2023-01-02,"PID9","CID1",0,3.54611111111111
2023-01-03,"PID1","CID95",0,3.59388888888889
2023-01-03,"PID1","CID57",1,3.59388888888889
2023-01-03,"PID1","CID12",0,3.59388888888889
2023-01-03,"PID1","CID2",0,3.59388888888889
2023-01-03,"PID1","CID10",0,3.59388888888889
2023-01-03,"PID1","CID28",0,3.59388888888889
2023-01-03,"PID1","CID61",1,3.59388888888889
2023-01-03,"PID1","CID51",0,3.59388888888889
2023-01-03,"PID1","CID96",1,3.59388888888889
2023-01-03,"PID1","CID66",1,3.59388888888889
2023-01-03,"PID1","CID60",1,3.59388888888889
2023-01-03,"PID1","CID91",0,3.59388888888889
2023-01-03,"PID1","CID25",0,3.59388888888889
2023-01-03,"PID1","CID9",0,3.59388888888889
2023-01-03,"PID1","CID69",0,3.59388888888889
2023-01-03,"PID1","CID38",0,3.59388888888889
2023-01-03,"PID10","CID47",0,3.52694444444444
2023-01-03,"PID10","CID51",0,3.52694444444444
2023-01-03,"PID10","CID31",0,3.52694444444444
2023-01-03,"PID10","CID5",0,3.52694444444444
2023-01-03,"PID10","CID14",1,3.52694444444444
2023-01-03,"PID10","CID81",1,3.52694444444444
2023-01-03,"PID10","CID45",0,3.52694444444444
2023-01-03,"PID10","CID91",0,3.52694444444444
2023-01-03,"PID10","CID93",0,3.52694444444444
2023-01-03,"PID10","CID57",1,3.52694444444444
2023-01-03,"PID10","CID38",0,3.52694444444444
2023-01-03,"PID10","CID65",0,3.52694444444444
2023-01-03,"PID10","CID30",0,3.52694444444444
2023-01-03,"PID10","CID22",0,3.52694444444444
2023-01-03,"PID2","CID92",1,3.60194444444444
2023-01-03,"PID2","CID49",1,3.60194444444444
2023-01-03,"PID2","CID75",0,3.60194444444444
2023-01-03,"PID2","CID59",0,3.60194444444444
2023-01-03,"PID2","CID12",0,3.60194444444444
2023-01-03,"PID2","CID21",0,3.60194444444444
2023-01-03,"PID2","CID74",0,3.60194444444444
2023-01-03,"PID2","CID23",0,3.60194444444444
2023-01-03,"PID2","CID10",0,3.60194444444444
2023-01-03,"PID2","CID88",0,3.60194444444444
2023-01-03,"PID2","CID46",1,3.60194444444444
2023-01-03,"PID2","CID79",1,3.60194444444444
2023-01-03,"PID2","CID69",1,3.60194444444444
2023-01-03,"PID2","CID4",1,3.60194444444444
2023-01-03,"PID2","CID68",0,3.60194444444444
2023-01-03,"PID2","CID58",1,3.60194444444444
2023-01-03,"PID2","CID64",1,3.60194444444444
2023-01-03,"PID2","CID39",1,3.60194444444444
2023-01-03,"PID2","CID81",0,3.60194444444444
2023-01-03,"PID2","CID94",0,3.60194444444444
2023-01-03,"PID2","CID96",1,3.60194444444444
2023-01-03,"PID2","CID31",1,3.60194444444444
2023-01-03,"PID3","CID47",0,3.72472222222222
2023-01-03,"PID3","CID89",1,3.72472222222222
2023-01-03,"PID3","CID53",0,3.72472222222222
2023-01-03,"PID3","CID79",0,3.72472222222222
2023-01-03,"PID3","CID73",0,3.72472222222222
2023-01-03,"PID3","CID5",1,3.72472222222222
2023-01-03,"PID3","CID10",0,3.72472222222222
2023-01-03,"PID3","CID57",0,3.72472222222222
2023-01-03,"PID3","CID30",1,3.72472222222222
2023-01-03,"PID3","CID56",1,3.72472222222222
2023-01-03,"PID3","CID19",0,3.72472222222222
2023-01-03,"PID3","CID36",0,3.72472222222222
2023-01-03,"PID3","CID31",0,3.72472222222222
2023-01-03,"PID3","CID9",0,3.72472222222222
2023-01-03,"PID3","CID16",0,3.72472222222222
2023-01-03,"PID3","CID58",1,3.72472222222222
2023-01-03,"PID3","CID90",0,3.72472222222222
2023-01-03,"PID3","CID35",0,3.72472222222222
2023-01-03,"PID3","CID65",0,3.72472222222222
2023-01-03,"PID4","CID14",0,3.45166666666667
2023-01-03,"PID4","CID61",1,3.45166666666667
2023-01-03,"PID4","CID44",1,3.45166666666667
2023-01-03,"PID4","CID41",0,3.45166666666667
2023-01-03,"PID4","CID13",0,3.45166666666667
2023-01-03,"PID4","CID20",0,3.45166666666667
2023-01-03,"PID4","CID81",0,3.45166666666667
2023-01-03,"PID4","CID67",0,3.45166666666667
2023-01-03,"PID4","CID98",0,3.45166666666667
2023-01-03,"PID4","CID2",1,3.45166666666667
2023-01-03,"PID4","CID48",0,3.45166666666667
2023-01-03,"PID4","CID42",0,3.45166666666667
2023-01-03,"PID4","CID84",0,3.45166666666667
2023-01-03,"PID4","CID25",0,3.45166666666667
2023-01-03,"PID4","CID40",0,3.45166666666667
2023-01-03,"PID4","CID34",0,3.45166666666667
2023-01-03,"PID4","CID28",0,3.45166666666667
2023-01-03,"PID4","CID1",0,3.45166666666667
2023-01-03,"PID5","CID12",0,3.73583333333333
2023-01-03,"PID5","CID83",0,3.73583333333333
2023-01-03,"PID5","CID94",0,3.73583333333333
2023-01-03,"PID5","CID69",0,3.73583333333333
2023-01-03,"PID5","CID8",0,3.73583333333333
2023-01-03,"PID5","CID4",0,3.73583333333333
2023-01-03,"PID5","CID46",0,3.73583333333333
2023-01-03,"PID5","CID82",0,3.73583333333333
2023-01-03,"PID5","CID14",0,3.73583333333333
2023-01-03,"PID5","CID93",0,3.73583333333333
2023-01-03,"PID5","CID21",1,3.73583333333333
2023-01-03,"PID5","CID5",0,3.73583333333333
2023-01-03,"PID5","CID48",0,3.73583333333333
2023-01-03,"PID5","CID2",0,3.73583333333333
2023-01-03,"PID5","CID60",1,3.73583333333333
2023-01-03,"PID5","CID27",0,3.73583333333333
2023-01-03,"PID6","CID89",0,3.70111111111111
2023-01-03,"PID6","CID66",1,3.70111111111111
2023-01-03,"PID6","CID20",0,3.70111111111111
2023-01-03,"PID6","CID4",1,3.70111111111111
2023-01-03,"PID6","CID70",1,3.70111111111111
2023-01-03,"PID6","CID35",1,3.70111111111111
2023-01-03,"PID6","CID11",0,3.70111111111111
2023-01-03,"PID6","CID19",0,3.70111111111111
2023-01-03,"PID6","CID75",0,3.70111111111111
2023-01-03,"PID6","CID12",1,3.70111111111111
2023-01-03,"PID6","CID91",0,3.70111111111111
2023-01-03,"PID6","CID88",0,3.70111111111111
2023-01-03,"PID6","CID9",0,3.70111111111111
2023-01-03,"PID6","CID67",1,3.70111111111111
2023-01-03,"PID7","CID94",0,3.60055555555556
2023-01-03,"PID7","CID56",0,3.60055555555556
2023-01-03,"PID7","CID99",0,3.60055555555556
2023-01-03,"PID7","CID15",1,3.60055555555556
2023-01-03,"PID7","CID60",0,3.60055555555556
2023-01-03,"PID7","CID22",0,3.60055555555556
2023-01-03,"PID7","CID2",0,3.60055555555556
2023-01-03,"PID7","CID77",0,3.60055555555556
2023-01-03,"PID7","CID31",0,3.60055555555556
2023-01-03,"PID7","CID7",1,3.60055555555556
2023-01-03,"PID7","CID14",0,3.60055555555556
2023-01-03,"PID7","CID8",0,3.60055555555556
2023-01-03,"PID7","CID32",0,3.60055555555556
2023-01-03,"PID7","CID9",0,3.60055555555556
2023-01-03,"PID7","CID74",1,3.60055555555556
2023-01-03,"PID7","CID26",0,3.60055555555556
2023-01-03,"PID7","CID4",1,3.60055555555556
2023-01-03,"PID7","CID89",1,3.60055555555556
2023-01-03,"PID8","CID80",0,3.56444444444444
2023-01-03,"PID8","CID95",1,3.56444444444444
2023-01-03,"PID8","CID99",0,3.56444444444444
2023-01-03,"PID8","CID32",0,3.56444444444444
2023-01-03,"PID8","CID29",0,3.56444444444444
2023-01-03,"PID8","CID84",1,3.56444444444444
